Label,Tweets
2,اللهم ان كان رزقي بعيدا فقربه لي ان كان قريبا فيسره لي وان كان كثيرا فبارك لي فيه
2,اللهم ان كان لي عوض على صبري
2,اللهم انا نسالك رزقا حلال طيبا مباركا يعيننا علي طاعتك
1,اللهم انا نشكو اليك ضعف قوتنا قله حيلتنا حسبنا الله نعم الوكيل
2,اللهم انا نعوذ بك من الرياء النفاق
2,اللهم انا نعوذ بك من غضبك نساللك رضاك
2,اللهم انر قلوب المسلمين ايقظهم من غفلتهم
2,اللهم انزع من قلبى حب كل شىء لا تحبه
2,اللهم انزع من قلوبنا مالا يرضيك
2,اللهم انس قلوبنا بذكرك
2,اللهم انصر الاسلام واعز المسلمين
2,اللهم انك عفو تحب العفو فاعف عنا
2,اللهم انى اقسمت عليك بك ان تهدى شباب المسلمين وتنور قلوبهم كما انعمت على طارق بنعمه الاسلام
2,اللهم اني اسالك اخلاص النيه كرم الطويه
2,اللهم اني اسالك خشيه في السر والعلن
2,اللهم اني اسالك صبرا
2,اللهم اني اسالك فعل الخيرات و ترك المنكرات و حب المساكين و ان تغفر لي و ترحمني و تتوب علي
2,اللهم اني استغفرك من كل الذنوب والمعاصي واتوب اليك
2,اللهم اني اعود بك من الذنوب التي تزيل نعمتك وتحول عافيتك وتحبس رزقك وتعجل بغضبك
2,اللهم اهدنا الى صراطتك المستقيم
2,اللهم اهدنا ثم ثبتنا
2,اللهم اهدنا صراطك المستقيم
2,اللهم اهدنا فيمن هديت وعافنا فيمن عافيت
2,اللهم اهدنا لكل عمل يقربنا اللى حبك
2,اللهم اهدنى الى ما تحب ترضى
2,اللهم باركي فيه واهدي كل مسلم لطريق النور
2,اللهم تب علينا انك التواب الرحيم
2,اللهم ثبت قلوبنا على الايمان
2,اللهم ثبتنا بالقول الثابت في الحياه الدنيا وفي الاخره
2,اللهم ثبتنا على قيام الليل في رمضان
2,اللهم ثبتنا وثبته على دينك الحنيف وسنه نبيك
2,اللهم ثبته على دين الاسلام اللهم يا مقلب القلوب ثبت قلبي على دينك
2,اللهم حسننا حسن اعمالنا ظاهرا باطنا لا تجعلنا نعمل الا ما يرضيك عنا برحمتك يا ارحم الراحمين
2,اللهم رزقنا مكارم الاخلاق
2,اللهم زيد المسلمين وبارك فيهم
2,اللهم زينا بالخلق الحسن ارزقنا الامانه نظافه القلب اللسان امين
2,اللهم عفوك رضاك الجنه
2,اللهم قني شر نفسي
2,اللهم قني عذاب النار ادخلني جناتك
2,اللهم قوِّ ايماننا لنكون اصحاب عزيمه قرار
2,اللهم قونا على نفوسنا الضعيفه
2,اللهم كما حسنت خَلقنا حَسن اَخلاقِنا
2,اللهم كن مع اخواننا في سوريا
2,اللهم لا اعتراض على حكمك ارزقنا انت خير الرازقين
2,اللهم لا تجعل لحب الدنيا سلطانا على قلبي بل اجعل حبك في قلبي سلطانا
2,اللهم لا تجعلنا من المنافقين
2,اللهم لا تحرم احد من هذه النعمه
2,اللهم لا تدع لى ذنبا الا غفرته اللهم اصلح لى دينى
2,اللهم لا تكلنا الى انفسنا طرفه عين
1,اللهم لا شماته ليش ياربي يحرجوا انفسهم
2,اللهم لم شمل جميع المسلمين
2,اللهم ما اصبح بي من نعمه او باحد من خلقك فمنك وحدك لا شريك فلك الحمد لك الشكر
2,اللهم ما اعنا على التغير
2,اللهم معنا علي طاعتك ورضاك وقوي عذامئنا
2,اللهم نسالك السلامه من مثل هذه الخيبه
2,اللهم نقي نفوسنا اجعلنا لك من المخلصين سرا جهرا
1,"اللهم هون برد الشتاء على عبادك المستضعفين في كل مكان ،اللهم انـزل دفئك ورحمتـك على كل فقيـر لا ماوى له"
2,اللهم وفقنا لما تحب ترضى يا رب
2,اللهم يا مجيب من دعاك اعنا على تقواك بتقواك وارزقنا حسن طاعتك وتمام رضاك  واغفرلنا ولوالدينا ولكل من له حق علينا
2,اللهم يا محول الاحوال حول حالى ان احسن حال
1,اللي غنى عدوله محاوله استخفاف دم من البرنامج
1,اللي لازم يصير اضراب جميع موظفي الدوائر الحكوميه الخاصه لمده اسبوع شوف بعدها
1,اللي لفت انتباهي الدبه اللي جنبها
2,الماء اساس الحياه
1,المال الاسود جريمه بحق الوطن والمستقبل
1,المراه تهان وتعامل كاداه جنسيه تحت مسميات عديده كالمسيار والمسفار والمصياف الخ وكلو بتمنو
1,المراه كلها عوره حتى صوتها عوره
1,المسلسلات خربت بيوت العالم
2,المسلم الفطن النقي يتصرف بما يرضي الله في السر العلن نسال الله عز وجل ان نتبع كل ما يرضيه عنا
1,المشاركين بينو للناس انه اللى قايمين على البرنامج حمير
1,المشكله في ناس تقنع حالها انه جورج وسوف له علاقه بالاغاني
1,المشكله ناس بتسمع حالها بالحمام هيه وبتغني
1,المعنى الحقيقي لعاهاتك يا وطن
1,المغرب بريء منك على الاقل اذا كنت لهجتنا صعبه فتكلم باللغه العربيه
2,الملح احسن علاج لالتهاب الحلق ومفعوله اسرع من الادويه
1,المنتخب الايطالي عقيم هجوميا بعد ماكان منتخب يخشى هجومه كل المنتخبات
2,المهم الدعاء في السجود حتى تغسل عينيك الدموع
2,المهم هو الصادق معي الناصح لي
2,المواساه والمحبه بكل الامور رمز الاخوه
1,الموضوع ما اله علاقه بالتخلف بس لما تكون الاضرار اكثر من الفائده بلا منه ا?هم من هيك انه المفاعل بحاجه لتبريد دائم للاسف وين المي يلي عنا؟؟؟؟
2,المومين الى بعضهم كالبناء الزى يشد بعضه البعض
2,النظافه من الايمان
1,النقاش العقلاني ينتهي يانك تقنع الشخص يا انك تقتنع اذا ما انتهى النقاش كذا واللي قدامك مصدي الحل الثالث تتفل بوجهه و بكذا يكون انتهى النقاش
2,النيه دايما بتكون موجوده وربنا المعين
1,الواحد عايش وسط قرف
1,الوحيد الذي لايتركني ولو لحظه
2,الوفاء اصبح شئ نادر يكاد يكون معدوم
2,الوفاء في غير قلبك ما لقيت
1,الى ابن بشار الاسد كس اخت ابوك
1,الى اعتصام مفتوح ميدان تحرير للتخلص من قوى الفساد الافساد
1,الى جهنم وبئس المصير
1,الى يقارن بينه وبين مرسى يبقى متخلف
1,الي استحو ماتو
1,الي انا شايفو انو المفاعل راح ينعمل في الاردن راح يخدم دول تانيه يعني مش عشان سواد عيونا
2,"اليك يا ربي قلبا لم يستعن بسواك، ياوي اليك لترضى ويهتدي بهداك"
2,اﻻسلام ليس فيه رهبانيه انما هو دين علم وعمل وبحث وتطوير... وعندما طبقنا هذا المبدا سدنا العالم
1,اما الغبي اللي يقلد جورج وسوف
2,اما في الدين فتصير اخوه في الله وهي ارقى العلاقات الانسانيه بصحيح الحديث رب اخ لم تلده امك
1,اما وهابيتك فحدث ولا حرج الناس يقادون الى المساجد غصبا ويجلدون كالابقار ان هم ابوا
2,امشي عدل يحتار عدوك فيك
2,املا رئتيك بعبق السماء مع ولاده صباح جديد تهتز له الحياه تحتفل ايقظ عقلك بالنور ابعث همتك حيه متوثبه لتطوي نهارك في فرح
1,اموت بصوتها
1,اموت فيج رويده
2,اميره ممكن اضافه لو سمحتي
2,امين يا رب انت شاب زي الفل ما شاء الله عليك
2,ان  المعلم الذي يسعى للتطوير والاستزاده هو الاقدر على غرس الالتزام والطموح في طلابه
2,ان الجميل اذا اخفيته ظهرا
2,ان الدين عند الله الاسلام هذا هو الدين الذي يجب ان يعتنقه كل انسان علي وجه الارض وليس العرب فقط اللهم اهدي غير المسلمين الي دين الاسلام
2,ان الله على كل شيء قدير
2,ان الله لا يتخل عن عباده ابدا
2,ان الله لا يضيع اجر المحسنين
2,ان الله هو الرزاق دو القوه المتين
2,ان النجاح يحتاج الي قلبا ثابت عقلا راشد طموحا واعد تحدي كاسر
2,ان شاء الله ربنا يعينا على فعل الطاعات
2,ان شاء الله هنكمل مشوار النجاح
2,ان شاء الله وربنا يعيننا
2,ان شاء الله يتقبل الله صلاتنا يزيد في صلاتنا الخشوع
2,ان من صفات الاسلام الامانه
1,انا ابو عدوله هذا لو قدامي صدق اني راح العن ابو من جابه
2,انا احب هذا الكاتب
2,انا اخدت قرار وبعدت عن معصيه لله وقدرت وربي وفقني
1,انا اردني بقول الشعب بيستاهل غلا اكثر من هيك
1,انا اشوفه انه عادي ولا فيه اي معنى وايش مليوني مشاهد والله انه ما يستحق الى هذا الحد من المشاهده وبعدين هاض شي مقزز
2,انا اقدر الاخلاص الوفاء بشكل كبير
1,انا الوحيده الي احس طعم الببسي كنه حديد مصدي
1,انا انجنيت
2,انا انصح كل انسان ان لايكذب لان الكذب مداه قصير
2,انا بحب كل الناس بتمنالهم الخير
2,انا بدات اتحرك شاركت بفكره ستغير الكثير من واقعن
1,انا بكرهك
1,"انا توجيهي سعودي و بدرس بجامعه من احسن جامعات الاردن ، و الشعب قاعد يعيد توجيهي و يرسب من ورى الوزير "
2,انا حاسه انه قلبى مليان وعامر بنور الله
1,انا خلينى ساكته احسن
2,انا دايما فرحان مش سائل بالدنيا الحمد لله
1,انا دمرت انا دمرت مستقبلي ضاع وما معي اكل خبز شو هالحياه شو هالقرف مش حياه الحياه كلها ظلم ما في شغل الاردن
1,انا شوفت وقاحه بس زاي وقاحه الاخوان ما شوفت
1,انا ضد النووي كالاردن البحث عن مصادر للطاقه النظيفه خصوصا اننا نفتقر للماء و الاجدى بنا ايضا ان نبحث عن سبل لحل مشكله المياه بالمبالغ التي ستصرف على المفاعلات النوويه
1,انا عرف شيء والله ببكي اكتر ما بضحك
2,انا علي ثقه اني استطيع فعل اي شئ لاني انا من صنع الله
2,انا فعلا عملت كده والحمدلله بقيت احسن من غير الحجات الي ربنا خدها مني الحمدلله
2,انا فعلا قررت واخدت القرار ده وحاسه براحه وسعاده كبيره اوي بقربي من ربنا بجد الحمد لله
2,انا فعلا مؤمن بالفكره دي جدا وبحاول انفذها
2,انا كل يوم اقول غدا سوف اصلي لكن لا اقدر انا ادعوا الله دائما ان يهديني ارجو من من يملك حل مراسلتي
2,انا لا احلم ان اغير العالم ولكن احلم بان استطيع ان ارسم البسمه علي وجوه الاخرين
1,انا لاحظت اللبنانيين انهم ماعندهم روح الكوميديا نهائيا
1,انا لله انا اليه راجعون الله يستر هالبلد
1,انا لو مكان راغب اروح انتحرر
1,انا مِا اغيب الا اذا كرهّت اني ابقى راجع افعالك قبل كُل حاجه
1,انا متاكده انو هذولي مدفوعلهم علشان يجون يغنون لانو مافي ناس مهابيل لهالدرجه
1,انا متشائم رح اضل متشائم حتى ينزلوا البنزين
1,انا مش مسؤول عن الحراميه يتفنجرو بمصاري البلد انا اشحد
1,انا مع الاخ محمد سلامه بهالموضوع
2,انا معك بان دين الاسلام لكل الناس وفي كل زمان ومكان
2,انبسط يا عم افرح
1,انت ما تستحي تقارن القران بوحده ساقطه انعل ابوك لا ابو الملحد
1,انت ما شفت النسخه الاوروبيه والامريكيه والماليزيه من نفس البرنامج فيها بلاوي اكثر من كذا بس حنا العرب فينا عقده النقص والتخلف
2,انت مو انت انت جوعان كل شوكولاته افرح
1,انت واحد حقير
1,انت واحد عنجد قليل ادب الله يموت الي امثالك
1,انت واحد ما بتستا هل الجزمه
2,انت يا دكتور خير اخ ربنا يزور عليك
1,انتخب مين يا عم هى ناقصه لبخه فى الكلام معتش الا الاهبل ده كمان يبقى رئيس جمهوريه
1,انتم يا قطريه شن عارفكم السياسه انتم لاعندكم جيش ولا استراتجيه ثابته انتم عملاء امريكا يا خونه
2,انته جميل جدا ربنا يثبتك واتمني ان كل المسلمين تكون اخلاقياتهم في حياتهم العاديه قدوه ودعوه لكل غير المسلمين
1,انته والمعك كلهم سافلين ووقحين
1,انتو كلاب ازى تسو المصحف بى كلابه زى ده
1,انتي عنجد بنت فاشله
1,اندهش لما عرف الحقيقه
1,انسان غريب
2,انشاء الله نكون راضين بقضاء الله لكننا نرجو من الله اللطف فيه
2,انشاء الله هنعمل حاجه تفتخرو فيها
1,انشالله انو يطلع كلام فاضي لانو اذا ضربت سوريا الاردن رح اتصير حرب عالميه ثالثه وما رح اتخلص غير لما نتخزق
2,انما المؤمنون اخوه فاصلحو ذات البين
2,انما بعثت لاتم مكارم الاخلاق
1,اننا نعيش في زمن بلا رحمه
1,انني كومه من القلق والرجفه اكثر من كوني انسان
2,انه دين يسر وليس بدين عسر
2,انه غير مسلم ويعرف قلبه الوفاء فكيف حال المسلمين اللهم ارزق بنات المسلمين زوجا طيبا محبا مثله
2,اني احبك في الله
1,اه لو لا القران لقلت ان انكر الاصوات لهذه الاصوات
1,اه يا ابو القمل
1,اه ياشويه عاهات
1,اهل العقول براحه ام نسيانك يابو نسيان صعب والله صعب
2,اهلا بك في دين الحق والسلام
2,اهلا بيك فى دين الله ربنا يثبتك ويزيدك ايمانا انا فرحانه بيك كتير
2,اهلا وسهلا بشخصك الكريم
2,اهلا وسهلا بك بيننا يا طارق
2,اهم اشي اكون مبسوط
1,اهم شي الواسطه والمظهر الخارجي
1,اهما ودهم يروحون النار لكن النار مارضت فيهم
1,اوسخ شي المناديل
1,اوغاد باعو البلد
1,اوقف القرار للحفاظ على الوطن
1,اول واحد ذكرنى بصاحب اسمه قرده
2,اي الله صحيح اهم شي الانسان كرامته
1,اي تفائل هاد يا زلمه روح تشائم احسلك
1,اي تقدم اي ازدهار مفاعل النوويه بعمل الامراض كثير اهم السرطان الله يبعده عنها انا معهم رفض المفاعل النوويه
1,اي والله سوبر
1,ايس شراع القرف
1,اين ذهبوا العلماء والمخترعين والمفكرين جرب في جرب
2,ايه الاحساس الراقى 
1,ايه الهبل دا
1,ايه راحه فيها المسكين ياحرام
1,ايها الصغار المتناكفون انكم مع كل منشور ضد بعضكم البعض تصغرون اكثر مما انتم صغار فلا يسلك هذا الطريق الا صغير ساذج يحب ان يعيش على القذارات
2,ايوه هيك بدنا ياكم يا شباب بترفعو الراس
2,باذن الله بديت ولو مؤخرا بنفسى الحمد لله
1,بارد ومصقع
2,بارك الله في دين الاسلم
2,بارك الله في كاتبها
2,بارك الله فيك انا نضال فدعولي بزوجه صالحه
2,بارك الله فيك نتمنى المزيد من النصائح
2,بارك الله لكما وبارك عليكما وجمع بينكما على خير
1,بالله تسكتوا خلينا بحالنا بدناش مشاكل ايه
1,بالله عليك فين الاناقه في الناس اللي بتغني دي
1,باللـــه عليكم الم تستحيوا من انفسكم قبل قدومكم الى هذا البرنامج ثم الم تعلموا ان هناك مسابقات لانكر الاصوات في قناه اخرى
1,بالله يا شباب وش رايكم بالاشكال هذه هل تتوقعون اهلهم كارهينهم والناس تجي لاهاليهم وتقول لهم حرام عليكم هذول من دمكم
2,"بالمناسبه انا مؤدب جدا ، لا احتسى الكحول ولا ابحث عن علاقات مشبوه"
1,بتخافى حد ياخد مكانك مع انك مالكيش مكان اصلا 
2,بتقول كلام زي الفل
2,بتمنى لو ان تقوم بعثه للدعاه من مصر تزور جميع البلاد تعرفهم تشرح ما هو الدين الاسلامي تنشر بحق فى كل مكان
2,بجد ربنا يبارك فى كلماتك بتوصل والله
2,بجد موضوع رائع وانا اجد انه مناسب ايضا لهذا الوقت يارب احفظنا من جميع الفتن
2,بدعى على طول بان الله يرزقنى الخشوع
1,بدك الصراحه بدون زعل جهنم الزبانيه من الملائكه تنتظرك تموت لتشرب من فروج المومسات صديد اهل النار ان شاء الله يا اوباش سوريا
1,بدكو تخلونا نشحد
2,بدي اروح عمره الله ييسر
1,برامج سخيفه تهدف لهدم الامه
2,برك الله فيك وجعلها في مزان حسناتيك
1,برلمان المانيا يقر باغلبيه كبيره التخلي عن الطاقه النوويه حتى 2022 الاردن يطرح عطاءلانشاء محطه طاقه نوويه الله لا يطعمنا الحج والناس مروحه
1,برنامج ساقط
1,برنامج فاشل جدا
1,برنامج قديم
1,برنامج معوق ومشاركين معوقين:
1,بس اكيد وراها مصلحه
1,بس الحكام ماعندهم ذوق للاسف
1,بس الله لا يسامحكم تلقوها بصحتكم ان شاء الله
1,بس اللي قاهرني اللي ما ينطقون حرف الراء التغ من جدهم جايين يبون يغنون
1,بس مقزز
1,بسعد ربك وصباحك عسل انت وكل من قال انا اردني وبحب القياده الهاشميه وتراب الاردن وسنح الاخوان ولاد كلب على هالصبح
2,بسمه امل حلوه
1,بصفحات الفيزا على جواز السفر حاطين صور اثار الاردن عاساس هيك بس اشوفهم رح احن و ابطل اسافر
2,بصمات راقيه لاديب الدعوه محمد الغزالي
2,بطلت كتير وكل ما اترك والتزم مع ربنا برجع تاني وكل اما ارجع ارجع اكتر من الاول
1,بطني وجعتني من الضحك
1,بعد عقود مرض الكلب واستبشرنا نحن الشعب اخيرا مات الكلب واصبح ابن الكلب رئيسا بالاجماع 
2,بعد عن التشاؤم وعيش يومك بالتفاؤل لغد احلى
1,بعدك ما شفت اشي
1,بعدين الاردن تسبح على بحر من النفط الصخر الزيتي اشتغلو فيه بالاول بيكفينا 100 سنه
1,بعدين حتى الدول الي اعلنت انهاء المفاعلات النوويه زي اليابان تراجعت عن قراره
1,بعرف بس مو حلو
1,بعرف حكايات مليانه عاهات مثلكم مجانين يا صيدات جورج وسوف
2,بعض الاصدقاء يشبهون المطر في قدرتهم على تعديل المزاج هؤلاء من احتاجهم بقربي
1,بعن الله ابوك انت وعدوله يالسامج
1,بعين الله يا امال كلهن ستين سبعين سنه وبمضن وبتهون
1,بقرف زيك
1,بقطعكم شو حقودين
1,بكتب اوراق الشجر يقول موهبتي وانا صغير الله يسامح اللي كاذب عليه
1,بكره واحد منهم بينتحر لم يضحكو عليه
2,بلا هم بلا وجع راس خليك رايق دايما
1,بلد يديرها اغبياء حراميه
2,بنحاول فى كل مره نكون افضل
1,بنص المقطع سقاله موطبيعيه
1,بني البرنامج النووي الاردني على عده تصورات خاطئه بشكل خطير تتعلق بالتكنولوجيا
2,بوركت جهودك و سلمت اناملك
1,بياعين شرف
1,بيجيبو الشيوخ ليسهز فيهم
1,بيه الزناخه
1,تابعت هذا الجوال من بدايه صدوره وقبل اقترابه للعالم العربي فعلا يستحق كل هذه الاهميه
1,تاثير الغرب مبين على العرب المجانين
1,تافهين جدا
2,تايم لاين اردني واعي ومثقف لفت انتباه زين الاردن لتغيير محتوى تغريدتها  شكرا لاحترامكم الراي العام في الاردن
1,تبا لكم
2,تبارك الرحمن اللهم زد فينا وبارك لنا يارحم الرحمين
2,تبتنا ياربن علي دكرك وشكرك حسن الخشوع في صلاتك
1,تبون تقنعونا انكم تخافون على صحه المدخن وعلشان كذا رفعتوا السعر..بيشترونه ولو ب100 دينار  وبيدخنون ولو بعظم وورق شجر
1,تحطم ماتبقى من اطيافي
2,تحيه لاهل فلسطين الغاليه
2,تحيه محبه وسلام 
1,تخسا هما وكل واحد بشد على يدهم مشكلتو شعب سوري يدعون البراء وهم في قمه النذاله
1,تدرون يا جماعه الخير انها بتتعدب والله
2,تذكر من كذب يكتب عندا الله كاذب لا اله الا الله اما من يتحرى الصدق يكتب عندا الله صادقا
2,ترتيب ونظام منقطع النظير في احدى مدارس الاناث بقطاع غزه
2,تركنا كل شئ من اجل رضا الله اللهم ارضى عنا
1,ترى هاي فاهمه موضوع الوطنيه غلط ترى مش لحالك اردنيه والله اعلم اذا انك اردنيه اصلا شغل سوالف حصيده
2,تسلم انت وافكارك
1,تسلم صرمايتك
1,تضحك كانها مفجوعه من شيئ
1,تضرب منك لعدوله
1,تعليم الاطفال على الاغاني وعلى الرقص بدل من تعليم القران الكريم بدل من تعليم الدين الله لا يوفقكم
1,تغني وهي متقرفه
2,تفائلوا بالخير تجدوه اعملوا الصالحات
1,تفه عليك وع شكلك اول ما نشهرت طلقت زوجها خنزيره
1,تفو كس امك حماره
1,تقول داخله فيها ترله انحولت مع الاغنيه
1,تكالبت عليه الكلاب ولم تسمح له بالبروز بعد البرنامج
1,تليفيزيون المستقبل صار سيء للغايه ما ادري ليش
1,تم تنفيذ الحكم الي في الرد الاول وتم اعدام اول راس والباقي بالطريق
2,تماما اللهم لا تحرمنا الصدق في الكلام
1,تنظرون لا الشام يقتلون بدم بارد
2,توكلت عليك يا الله
1,تويتر صاير ممل
1,تؤلمني باسم الحب
1,تيس مابفهم
2,ثبتك الله يا استاذي ونصرك
1,ثقيلين دم كثير
1,ثكلتك امك
1,جابو المسخره لنفسهم الله لايردهم
2,جامعه العلوم والتكنولوجيا الاردنيه افضل من 92.7% من جامعات العالم و 98.2% من جامعات الوطن العربي طبقا لتصنيف ويب
1,جد اشي بخزي
2,جزاك الله خيرا ياستاذ مصطفى على ماتبثه في انفسنا ربنا يكثر من امثالك
2,جزاك الله كل خير بسمه امل رائعه وشيقه جد
2,جزاك الله كل خير دكتور عمرو ربنا يتقبل منا منكم سائر الاعمال
1,جزمتي الا اقولك اسفل جزمتي الثوره في سوريا ما اشعلها الا الوهابيين اللي هم السلفيين
1,جسمها حلو ترقص عاريه
2,جمال الصفحه من جمالكم رقي اخلاقكم انا متاكد ان صفحتنا ستعجبك فانضم الينا ادعو اصدقائك فنحن نسعد بك بهم
2,جمهور لا يياس الى اخر ثانيه
2,جميل جدا
2,جميله المعاني المجرده التي تنزوي عند التطبيق
2,جميله اوى اوى اوى يارب الكل يحس معنى الكلام ده
1,جهنم وباس المصير
1,جورج وسوف حلب مو طبيعي
1,حالات مرضيه نفسيه مستعصيه لا يستطيع شفائها لا العلم لا الفن
1,حاويه زباله بوجهك
1,حبيبي شرلبوني يموت شرلبونا انا مدريدي? لكن ماني مغير لعيونه
1,حتى بالستايل مقلده الله ياخذ عمره الغبي
1,حتى فى التخلف مش فالحين منيح
1,حتى نعرف نحل مشكله المجاري بعدين منعمل مفاعلات
1,حثاله شباب صايع
1,حثاله على حثاله والحثاله انظف منهم
1,حرام السخريه من الناس
1,حرام تحمل اسم عظيم زي هيك
1,حرام عليك كانو بقره بتولد
1,حرام عليك ماتشوفه شلون يصارخ كانه مشجع في ملعب
1,حرام والله حزنت عليه شو هالموقف الشنع
1,حرف الراء مصيبه ريس
1,حركه ارحمينا الله يشيلك اقول كيف اخوكي وابوكي راضيين عنك اف عندك ايزي
1,حزني كثير والله
1,حسبنا الله ايش صاير لشبابنا الحشيش والمخدرات غزتهم الله يهونها ويحفظ شباب وبنات الاردن
1,حسبنا الله نعم الوكيل في اناس همهم تجويع الشعب
1,حسبنا الله نعم الوكيل فيكم في مجلس النواب الحالي الذي لا يمثل الشعب الاردني فهم غير سائلين عن الشعب يبحثون عن مناصب وزاريه رواتب خياليه بينما المواطن الاردني طفح الكيل معه اصبح لا يطيق الحياه
1,حسبي الله عليكم الله بحاسبكم على كل حد بينفتن بسلبكم الله لا يسامحكم
1,حسبي الله نعم الوكيل في كل ظالم مفتري الله يعين الشعب
1,حسيت كله تمثيل وسخافه غباء
1,حطمت كل احلامي البريئه
2,"حظ من ينعم بمحبه الصغار قبل الكبار ، لان محبتهم صادقه ومن القلب"
2,حفظ الله ابناء وبنات الامه جميع
1,حفظ الله وطننا من المنافقين المتاردنين
2,حفظ سور جديده تسميعها فى الصلاه يساعد على التركيز
2,حقا مزبوط صدقت
2,"حقيقه العمل التطوعي ، يساعد في القضاء على اوقات الفراغ ، يمنحك خبرات وتجربه جديده"
2,حقيقى لازم نجمد قلبنا عن اى حاجه غلط
1,حكي فاضي
1,حلمي اكون ممثله افلام دعاره 
2,حلمي ان اكون مثل سوشي
2,حلو الشخص يكون عنده هدف يشتغل عليه لكن الدراسه شئ ضروري
2,حلو صديق عمري
2,حلو كلامك عزيزي
1,حلو...نفس العرطه سمعناها قبل 4سنين...طيب تصرف وسوبديلك اشي يرفع اقتصاد البلد
2,حلوه اوى الحمله دي وربنا يارب يكرمك وكل الي بيتبرعو
2,حلوه قوي يا عمرو لو كل واحد تيقن من هذه القصه لن يوجد حاسد لا ظالم لا متواكل اللهم ارزقنا رزقا حلال طيبا اللهم امين
1,حلوه وهي ساكته اذا ابتسم كرهت شكلها
2,حماك الله من النكد
2,حينما ننجح فى الانتصار على انفسنا
1,حيوان وكلب الله يموتك
2,"خبار الموت تهز قلوبنا بعمق وسياتي اليوم الذي تهتز فيه قلوب من حولنا لموتنا ، يارب نسالك حُسن الختام ورضاك عنا"
1,خبر عاجل يمنع لجميع المجانين التقدم الى سوبر ستار
1,خبل معوق
2,خت قرار كتير وبرجع تاني بحاول اتغير ومش عرفه
1,خراي على احسن علوي ومحب لهاجحش خربت سوريه ياكلب
1,خرى عليك
1,خساره فيك اسمك :
1,خسئو وخسئ امثالهم ومن طاوعهم
1,خفي علينا يا حجه بلا مانسمع صوتك الناعم ويصيبنا صرع
2,خلتنى اضحك رغم انى مكتئبه جدا
2,خلق الايثار
1,خليه يرفع لكن اللي عنده وطنيه انتماء يصف سيارته بالشارع يروح على الشغل مشي
2,خير الكلام ما قل دل
2,خير صديق في الزمان كتاب
1,دار الزمن وصار الوسط الفني كله نفس ذي العاهات ووضحكو هما علينا
2,دائما تبعث النشاط الحيويه في النفوس مع كل صباح اسعد الله صباحك
2,دخيل عينك يادكتور كلامك ذهب
2,دربي زدني ثقتا بك فانه لايخيب من وثق بك
2,دعاء جميل ماشاء الله
2,دعواتك لنا يا شيخ سلمان بالتوفيق الفلاح الظفر حسن الخاتمه
2,دعوه اخاك بظهر الغيب لا ترد
2,دعوه المؤمن لاخيه بظهر الغيب اسرع من البرق
1,دلوعه حيوانه?
1,دمرني النصاني هودعيك يربي بطني
1,دمك ثقيل
2,ده عمله نادره الاخلاق ملهاش علاقه بالدين
2,دي اخلاق السلف الصالح
2,رائع ولاجمل ?حب ربنا
2,رائعين يا مصريين
2,رب فعل صغير يستعظمه غيرك خاصه ان كنت تمثل الاسلام
2,رب كريم
2,ربك دايما جنبك لو ناديتوا ها تلاقه
2,ربك دايما جنبك لو نديته هتلاقيه
2,"ربما تنام وعشرات الدعوات ترفع لك، من فقير اعنته او جائع اطعمته، او حزين اسعدته اومكروب نفست عنه، فلا تستهن بفعل الخير"
2,ربنا اجعلنا من الصالحين اهدنا الي الريق المستقيم
2,ربنا اصلح احوالنا
2,ربنا المستعان ادعولنا ارجوكم
2,ربنا لا تزغ قلوبنا بعد ان هديتنا
2,ربنا يبارك فيه يكون قدوه للجميع المسلمين فى انحاء العالم
2,ربنا يباركلك يا استاذي يعزك
2,ربنا يتوب علينا من المعاصى
2,ربنا يثبته
2,ربنا يحمى الاسلام والمسلمين
2,ربنا يستر واخلاق المتاسلمين لا ترجعه مره اخرى
2,ربنا يسهل
2,ربنا يشفيهم
2,ربنا يصلح احوالنا يا رب ظاهرا باطن
2,ربنا يصلح حالنا جميعا
2,ربنا يعنا علي كل شيء
2,ربنا يعيننا علي نفسنا
2,ربنا يقدرنى ويعفو عنى
2,ربنا يقوي ايمانك
2,ربنا يقويكى على اخد القرار الصح واحسنى الظن بالله وتوكلى عليه وربنا يقويكى على ضعفك يارب ويعدك عن الغلط ده
2,ربنا يقوينا ويقدرنا
2,ربنا يكتر من امثالك يا مصطفى
2,ربنا يكرمك على سعيك وحُبك للمُساعده
2,ربنا يكرمك يا دكتور
2,ربنا يكفينا هذا الشر
2,ربنا يهدينا يهدي بينا امه محمد الغافلين
2,ربنا يهديني ويجعلني من الخاشعين والمسلمين اجمعين
2,ربنا يوفق الجميع علي الخشوع
2,ربنايحفظك ياشيخ
2,ربنايقويك اتشجعي وخوذي قرار وخلي الصحبه الصلحه جنبيك
2,ربى يزيدن ايمان وتقه يارب
2,ربي ارزقني حلو الحياه و جمال الحظ و سعه الرزق و راحه البال
2,ربي اشرح لي صدري و احلل عقده من لساني
1,ربي يكون بالعون ياخي فقد احزنني كلامك
2,ربي ينعم علينا بنعمه الخشوع
2,ربي يهديهن
2,رجعتولنا الفرحه اللي نسيناها
1,رح اجتهد باني اكون حلوه يوم عرسي مش اكون مثل القرده
